IdLocalidade;Localidade;Municipio;UF
2778;ABADIANIA;ABADIANIA;GO        
1082;ACREUNA;ACREUNA;GO        
4238;AGUA FRIA DE GOIAS;AGUA FRIA DE GOIAS;GO        
2781;AGUAS LINDAS DE GOIAS;AGUAS LINDAS DE GOIAS;GO        
21662;CAMPO LIMPO ;AGUAS LINDAS DE GOIAS;GO        
21665;GIRASSOL;AGUAS LINDAS DE GOIAS;GO        
23586;GIRASSOL (ANT V. S. JERONIMO);AGUAS LINDAS DE GOIAS;GO        
24793;JARDIM DOS PINHEIROS;AGUAS LINDAS DE GOIAS;GO        
2779;ALEXANIA;ALEXANIA;GO        
4253;ALTO PARAISO DE GOIAS;ALTO PARAISO DE GOIAS;GO        
2216;ALVORADA DO NORTE;ALVORADA DO NORTE;GO        
2769;ANAPOLIS;ANAPOLIS;GO        
21284;INTERLANDIA;ANAPOLIS;GO        
522;ANHANGUERA;ANHANGUERA;GO        
2724;ANICUNS;ANICUNS;GO        
3629;APARECIDA DE GOIANIA;APARECIDA DE GOIANIA;GO        
425;APORE;APORE;GO        
13062;ENTR GO-184/302;APORE;GO        
22318;FAZ.BARRETOS ;APORE;GO        
23555;ITUMIRIM;APORE;GO        
22316;RIO CORRENTE (GO-184);APORE;GO        
1194;ARAGARCAS;ARAGARCAS;GO        
1175;ARAGUAPAZ;ARAGUAPAZ;GO        
1198;ARENOPOLIS;ARENOPOLIS;GO        
1172;ARUANA;ARUANA;GO        
1185;BALIZA;BALIZA;GO        
2785;BARRO ALTO;BARRO ALTO;GO        
23558;AGUA BRANCA;BOM JARDIM DE GOIAS;GO        
23557;AREIAS;BOM JARDIM DE GOIAS;GO        
1192;BOM JARDIM DE GOIAS;BOM JARDIM DE GOIAS;GO        
2356;BOM JESUS DE GOIAS;BOM JESUS DE GOIAS;GO        
1171;BRITANIA;BRITANIA;GO        
2381;BURITI ALEGRE;BURITI ALEGRE;GO        
4244;CABECEIRAS;CABECEIRAS;GO        
23540;LAGOA;CABECEIRAS;GO        
1074;CACHOEIRA ALTA;CACHOEIRA ALTA;GO        
13092;ENTR BR-364/GO-206;CACHOEIRA ALTA;GO        
2355;CACHOEIRA DOURADA;CACHOEIRA DOURADA;GO        
1073;CACU;CACU;GO        
22249;RIO VERDINHO ;CACU;GO        
22251;RIO VERDINHO (GO-206);CACU;GO        
1071;CAIAPONIA;CAIAPONIA;GO        
22164;ENTR.DA USINA;CAIAPONIA;GO        
22163;ENTR.ROSADO ;CAIAPONIA;GO        
23556;ESTANCIA;CAIAPONIA;GO        
22167;FAZ. SANTO ANTONIO;CAIAPONIA;GO        
13254;GAMELEIRA  [1];CAIAPONIA;GO        
25243;PENSAO JATAI;CAIAPONIA;GO        
1406;CALDAS NOVAS;CALDAS NOVAS;GO        
4227;CAMPINACU;CAMPINACU;GO        
2801;CAMPINORTE;CAMPINORTE;GO        
9615;ENTR. MARA ROSA ;CAMPINORTE;GO        
22690;KM 300 ;CAMPINORTE;GO        
21297;SAUDADE;CAMPINORTE;GO        
2020;CAMPO ALEGRE DE GOIAS;CAMPO ALEGRE DE GOIAS;GO        
21325;BARREIRAO;CAMPOS BELOS;GO        
2225;CAMPOS BELOS;CAMPOS BELOS;GO        
525;CATALAO;CATALAO;GO        
4254;CAVALCANTE;CAVALCANTE;GO        
2752;CERES;CERES;GO        
2371;CEZARINA;CEZARINA;GO        
3163;CHAPADAO DO CEU;CHAPADAO DO CEU;GO        
4235;CIDADE OCIDENTAL;CIDADE OCIDENTAL;GO        
2774;COCALZINHO DE GOIAS;COCALZINHO DE GOIAS;GO        
21667;EDILANDIA;COCALZINHO DE GOIAS;GO        
4252;COLINAS DO SUL;COLINAS DO SUL;GO        
2773;CORUMBA DE GOIAS;CORUMBA DE GOIAS;GO        
21445;AREIAO;CORUMBAIBA;GO        
2384;CORUMBAIBA;CORUMBAIBA;GO        
21970;ALPHAVILLE;CRISTALINA;GO        
4236;CRISTALINA;CRISTALINA;GO        
22214;GARIMPO II ;CRISTALINA;GO        
24377;MANSÕES MARAJÓ;CRISTALINA;GO        
22213;SAO BARTOLOMEU  [2];CRISTALINA;GO        
22220;BARRA GRANDE ;CUMARI;GO        
523;CUMARI;CUMARI;GO        
2219;DAMIANOPOLIS;DAMIANOPOLIS;GO        
2226;DIVINOPOLIS DE GOIAS;DIVINOPOLIS DE GOIAS;GO        
1191;DOVERLANDIA;DOVERLANDIA;GO        
2804;ESTRELA DO NORTE;ESTRELA DO NORTE;GO        
1174;FAINA;FAINA;GO        
2720;FIRMINOPOLIS;FIRMINOPOLIS;GO        
2214;FLORES DE GOIAS;FLORES DE GOIAS;GO        
23544;BEZERROS;FORMOSA;GO        
15048;DIV DF/GO (BR-479);FORMOSA;GO        
4240;FORMOSA;FORMOSA;GO        
4225;FORMOSO;FORMOSO;GO        
524;GOIANDIRA;GOIANDIRA;GO        
2782;GOIANESIA;GOIANESIA;GO        
74;GOIANIA;GOIANIA;GO        
26038;SUB TERMINAL RODOVIARIO CAMPINAS;GOIANIA;GO        
2727;GOIAS;GOIAS;GO        
24839;UVA;GOIAS;GO        
2358;GOIATUBA;GOIATUBA;GO        
2348;GOUVELANDIA;GOUVELANDIA;GO        
2375;GUAPO;GUAPO;GO        
3628;HIDROLANDIA;HIDROLANDIA;GO        
2220;IACIARA;IACIARA;GO        
2350;INACIOLANDIA;INACIOLANDIA;GO        
2363;INDIARA;INDIARA;GO        
2737;INHUMAS;INHUMAS;GO        
21648;AGUA EMENDADA ;IPAMERI;GO        
22215;DOMICIANO RIBEIRO;IPAMERI;GO        
2018;IPAMERI;IPAMERI;GO        
22216;RETIRO;IPAMERI;GO        
3428;IPORA;IPORA;GO        
3429;ISRAELANDIA;ISRAELANDIA;GO        
2742;ITABERAI;ITABERAI;GO        
13029;DIV GO/MS (BR-483);ITAJA;GO        
427;ITAJA;ITAJA;GO        
1169;ITAPIRAPUA;ITAPIRAPUA;GO        
1072;ITARUMA;ITARUMA;GO        
22250;RIO CORRENTE (GO-206);ITARUMA;GO        
13042;RIO CORRENTES ;ITARUMA;GO        
2743;ITAUCU;ITAUCU;GO        
2379;ITUMBIARA;ITUMBIARA;GO        
2683;JARAGUA;JARAGUA;GO        
21281;SARAIVA;JARAGUA;GO        
13199;ENTR.PEROLANDIA ;JATAI;GO        
1069;JATAI;JATAI;GO        
22312;RIBEIRAO ARIRANHA ;JATAI;GO        
3431;JAUPACI;JAUPACI;GO        
1849;JUSSARA;JUSSARA;GO        
22212;CERAMICA ;LUZIANIA;GO        
4234;LUZIANIA;LUZIANIA;GO        
22211;PARQUE ALVORADA ;LUZIANIA;GO        
21315;PARQUE INDUSTRIAL MIGNONE;LUZIANIA;GO        
22209;POSTO IPE ;LUZIANIA;GO        
3776;MAMBAI;MAMBAI;GO        
2802;MARA ROSA;MARA ROSA;GO        
3622;MARZAGAO;MARZAGAO;GO        
1077;MAURILANDIA;MAURILANDIA;GO        
4237;MIMOSO DE GOIAS;MIMOSO DE GOIAS;GO        
4256;MINACU;MINACU;GO        
3168;MINEIROS;MINEIROS;GO        
2223;MONTE ALEGRE DE GOIAS;MONTE ALEGRE DE GOIAS;GO        
23569;RIACHO DOS CAVALOS;MONTE ALEGRE DE GOIAS;GO        
21167;APARECIDA DO RIO CLARO;MONTES CLAROS DE GOIAS;GO        
1200;MONTES CLAROS DE GOIAS;MONTES CLAROS DE GOIAS;GO        
1078;MONTIVIDIU;MONTIVIDIU;GO        
21304;MATA AZUL;MONTIVIDIU DO NORTE;GO        
2692;MONTIVIDIU DO NORTE;MONTIVIDIU DO NORTE;GO        
21303;PATRONA;MONTIVIDIU DO NORTE;GO        
3624;MORRINHOS;MORRINHOS;GO        
1176;MOZARLANDIA;MOZARLANDIA;GO        
2803;MUTUNOPOLIS;MUTUNOPOLIS;GO        
21298;VENERANDIA;MUTUNOPOLIS;GO        
2723;NAZARIO;NAZARIO;GO        
2764;NEROPOLIS;NEROPOLIS;GO        
21671;FAZ TUDO ;NIQUELANDIA;GO        
4226;NIQUELANDIA;NIQUELANDIA;GO        
3623;NOVA AURORA;NOVA AURORA;GO        
2789;NOVA CRIXAS;NOVA CRIXAS;GO        
9552;ENTR. ITAPACI ;NOVA GLORIA;GO        
22685;ENTR. NORTELANDIA ;NOVA GLORIA;GO        
21283;ESPIRITO SANTO;NOVA GLORIA;GO        
21282;JARDIM PAULISTA;NOVA GLORIA;GO        
2757;NOVA GLORIA;NOVA GLORIA;GO        
2741;NOVA VENEZA;NOVA VENEZA;GO        
1168;NOVO BRASIL;NOVO BRASIL;GO        
21479;LAGO AZUL;NOVO GAMA;GO        
4232;NOVO GAMA;NOVO GAMA;GO        
21295;AROEIRA;NOVO PLANALTO;GO        
2799;NOVO PLANALTO;NOVO PLANALTO;GO        
1412;ORIZONA;ORIZONA;GO        
24948;MONTE ALTO;PADRE BERNARDO;GO        
2786;PADRE BERNARDO;PADRE BERNARDO;GO        
21673;RIO VERDE (GO) ;PADRE BERNARDO;GO        
21675;TABOQUINHA ;PADRE BERNARDO;GO        
21674;TRAJANOPOLIS ;PADRE BERNARDO;GO        
1066;PARANAIGUARA;PARANAIGUARA;GO        
2748;PETROLINA DE GOIAS;PETROLINA DE GOIAS;GO        
3626;PIRACANJUBA;PIRACANJUBA;GO        
23958;AGUA PARADA;PIRANHAS;GO        
22194;MARIALVAS ;PIRANHAS;GO        
1196;PIRANHAS;PIRANHAS;GO        
2772;PIRENOPOLIS;PIRENOPOLIS;GO        
21574;PAU AMARELO ;PIRES DO RIO;GO        
1409;PIRES DO RIO;PIRES DO RIO;GO        
21573;RIO CAIAPO  [1];PIRES DO RIO;GO        
4239;PLANALTINA;PLANALTINA;GO        
15200;SAO GABRIEL DE GOIAS ;PLANALTINA;GO        
21301;BARREIROS;PORANGATU;GO        
21299;BOM SUCESSO;PORANGATU;GO        
23562;CAJUEIRO;PORANGATU;GO        
9663;ENTR. S. MIGUEL DO ARAGUAIA ;PORANGATU;GO        
21610;FAZ BOM JESUS ;PORANGATU;GO        
4228;PORANGATU;PORANGATU;GO        
3169;PORTELANDIA;PORTELANDIA;GO        
2222;POSSE;POSSE;GO        
1076;QUIRINOPOLIS;QUIRINOPOLIS;GO        
21846;RIBEIRAO ALEGRE  [1];QUIRINOPOLIS;GO        
2753;RIALMA;RIALMA;GO        
2754;RIANAPOLIS;RIANAPOLIS;GO        
3625;RIO QUENTE;RIO QUENTE;GO        
1079;RIO VERDE;RIO VERDE;GO        
2756;RUBIATABA;RUBIATABA;GO        
2725;SANCLERLANDIA;SANCLERLANDIA;GO        
2730;SANTA BARBARA DE GOIAS;SANTA BARBARA DE GOIAS;GO        
13453;SANTA FE  [1];SANTA FE DE GOIAS;GO        
3432;SANTA FE DE GOIAS;SANTA FE DE GOIAS;GO        
1080;SANTA HELENA DE GOIAS;SANTA HELENA DE GOIAS;GO        
13486;CIRILANDIA ;SANTA ISABEL;GO        
3166;SANTA RITA DO ARAGUAIA;SANTA RITA DO ARAGUAIA;GO        
2805;SANTA TEREZA DE GOIAS;SANTA TEREZA DE GOIAS;GO        
21300;SERRA DO CAMPO;SANTA TEREZA DE GOIAS;GO        
2792;SANTA TEREZINHA DE GOIAS;SANTA TEREZINHA DE GOIAS;GO        
1081;SANTO ANTONIO DA BARRA;SANTO ANTONIO DA BARRA;GO        
21287;CIDADE ECLETICA;SANTO ANTONIO DO DESCOBERTO;GO        
2780;SANTO ANTONIO DO DESCOBERTO;SANTO ANTONIO DO DESCOBERTO;GO        
2227;SAO DOMINGOS;SAO DOMINGOS;GO        
2771;SAO FRANCISCO DE GOIAS;SAO FRANCISCO DE GOIAS;GO        
15226;SAO JOAO DA ALIANCA ;SAO JOAO D'ALIANCA;GO        
1854;SAO LUIS DE MONTES BELOS;SAO LUIS DE MONTES BELOS;GO        
9567;ENTR DE HIDROLINA ;SAO LUIZ DO NORTE;GO        
2762;SAO LUIZ DO NORTE;SAO LUIZ DO NORTE;GO        
21477;SAO PATRICIO;SAO LUIZ DO NORTE;GO        
2797;SAO MIGUEL DO ARAGUAIA;SAO MIGUEL DO ARAGUAIA;GO        
21291;SUSSUARANA;SAO MIGUEL DO ARAGUAIA;GO        
21290;TATAIRA;SAO MIGUEL DO ARAGUAIA;GO        
24818;CANAL SAO SIMAO;SAO SIMAO;GO        
23554;ITAGUAÇU;SAO SIMAO;GO        
21455;NOVA SAO SIMAO;SAO SIMAO;GO        
1067;SAO SIMAO;SAO SIMAO;GO        
2763;SENADOR CANEDO;SENADOR CANEDO;GO        
22313;RIBEIRAO PONTE DE PEDRA ;SERRANOPOLIS;GO        
22314;RIO VERDINHO (GO);SERRANOPOLIS;GO        
1068;SERRANOPOLIS;SERRANOPOLIS;GO        
4251;SITIO D'ABADIA;SITIO D'ABADIA;GO        
4255;TERESINA DE GOIAS;TERESINA DE GOIAS;GO        
21324;TEREZINHA;TERESINA DE GOIAS;GO        
21572;GOIALANDIA ;TEREZOPOLIS DE GOIAS;GO        
23652;TERESOPOLIS DE GOIAS;TEREZOPOLIS DE GOIAS;GO        
2733;TRINDADE;TRINDADE;GO        
2691;TROMBAS;TROMBAS;GO        
22688;CHURRASCARIA BELA VISTA ;URUACU;GO        
21488;CRUZEIRO DO NORTE (PROV);URUACU;GO        
21288;FUNIL;URUACU;GO        
2800;URUACU;URUACU;GO        
21646;BAIXA FUNDA ;URUTAI;GO        
2019;URUTAI;URUTAI;GO        
21307; CEU AZUL;VALPARAISO DE GOIAS;GO        
23592;PARQUE ESTRELA D'ALVA;VALPARAISO DE GOIAS;GO        
4233;VALPARAISO DE GOIAS;VALPARAISO DE GOIAS;GO        
21578;POVOADO DO ISMERIL ;VIANOPOLIS;GO        
2777;VIANOPOLIS;VIANOPOLIS;GO        
4248;VILA BOA;VILA BOA;GO        
21289;DOIS IRMAOS;VILA PROPICIO;GO        
15214;QUEBRA LINHA ;VILA PROPICIO;GO        
2783;VILA PROPICIO;VILA PROPICIO;GO        
4511;ACAILANDIA;ACAILANDIA;MA        
4334;AGUA DOCE DO MARANHAO;AGUA DOCE DO MARANHAO;MA        
24943;CANA BRAVA;AGUA DOCE DO MARANHAO;MA        
18335;CANA BRAVA  [1];AGUA DOCE DO MARANHAO;MA        
2852;ALDEIAS ALTAS;ALDEIAS ALTAS;MA        
4616;ALTO ALEGRE DO MARANHAO;ALTO ALEGRE DO MARANHAO;MA        
21369;CAXUXA;ALTO ALEGRE DO MARANHAO;MA        
4390;ALTO PARNAIBA;ALTO PARNAIBA;MA        
2817;AMAPA DO MARANHAO;AMAPA DO MARANHAO;MA        
2970;ANAPURUS;ANAPURUS;MA        
2904;ARAGUANA;ARAGUANA;MA        
1697;ARAIOSES;ARAIOSES;MA        
22558;NOVO HORIZONTE  [3];ARAIOSES;MA        
21376;PIRANJI;ARAIOSES;MA        
2921;ARARI;ARARI;MA        
4314;BACABAL;BACABAL;MA        
2944;BACABEIRA;BACABEIRA;MA        
4595;BALSAS;BALSAS;MA        
4635;BARAO DE GRAJAU;BARAO DE GRAJAU;MA        
18009;ENTR BARAO DO GRAJAU;BARAO DE GRAJAU;MA        
4612;BARRA DO CORDA;BARRA DO CORDA;MA        
2896;BELA VISTA DO MARANHAO;BELA VISTA DO MARANHAO;MA        
4604;BENEDITO LEITE;BENEDITO LEITE;MA        
4589;BOA VISTA DO GURUPI;BOA VISTA DO GURUPI;MA        
21366;SAO JOSE DO GURUPI;BOA VISTA DO GURUPI;MA        
2898;BOM JARDIM;BOM JARDIM;MA        
4521;BOM JESUS DAS SELVAS;BOM JESUS DAS SELVAS;MA        
4664;BREJO;BREJO;MA        
4522;BURITICUPU;BURITICUPU;MA        
15666;ENTR BR-222/MA-006;BURITICUPU;MA        
4518;BURITIRANA;BURITIRANA;MA        
4499;CAMPESTRE DO MARANHAO;CAMPESTRE DO MARANHAO;MA        
4318;CAPINZAL DO NORTE;CAPINZAL DO NORTE;MA        
4471;CAROLINA;CAROLINA;MA        
21361;ITAPECURU;CAROLINA;MA        
2818;CARUTAPERA;CARUTAPERA;MA        
2851;CAXIAS;CAXIAS;MA        
2969;CHAPADINHA;CHAPADINHA;MA        
4510;CIDELANDIA;CIDELANDIA;MA        
2850;CODO;CODO;MA        
21371;KM 17;CODO;MA        
2853;COELHO NETO;COELHO NETO;MA        
4297;COLINAS;COLINAS;MA        
4316;DOM PEDRO;DOM PEDRO;MA        
4475;ESTREITO;ESTREITO;MA        
4485;FORMOSA DA SERRA NEGRA;FORMOSA DA SERRA NEGRA;MA        
4484;FORTALEZA DOS NOGUEIRAS;FORTALEZA DOS NOGUEIRAS;MA        
4504;GOVERNADOR EDISON LOBAO;GOVERNADOR EDISON LOBAO;MA        
2889;GOVERNADOR NEWTON BELLO;GOVERNADOR NEWTON BELLO;MA        
21374;ENCRUZO;GOVERNADOR NUNES FREIRE;MA        
2908;GOVERNADOR NUNES FREIRE;GOVERNADOR NUNES FREIRE;MA        
4520;GRAJAU;GRAJAU;MA        
2902;IGARAPE DO MEIO;IGARAPE DO MEIO;MA        
3812;IGARAPE GRANDE;IGARAPE GRANDE;MA        
4503;IMPERATRIZ;IMPERATRIZ;MA        
2929;ITAPECURU MIRIM;ITAPECURU MIRIM;MA        
18308;ITAPECURUMIRIM ;ITAPECURU MIRIM;MA        
15654;DIV PA/MA (BR-010);ITINGA DO MARANHAO;MA        
4513;ITINGA DO MARANHAO;ITINGA DO MARANHAO;MA        
4506;JOAO LISBOA;JOAO LISBOA;MA        
2815;JUNCO DO MARANHAO;JUNCO DO MARANHAO;MA        
4293;LAGO DA PEDRA;LAGO DA PEDRA;MA        
3810;LAGO DOS RODRIGUES;LAGO DOS RODRIGUES;MA        
4615;LIMA CAMPOS;LIMA CAMPOS;MA        
4327;MAGALHAES DE ALMEIDA;MAGALHAES DE ALMEIDA;MA        
2816;MARACACUME;MARACACUME;MA        
2911;MARANHAOZINHO;MARANHAOZINHO;MA        
2927;MATOES DO NORTE;MATOES DO NORTE;MA        
2922;MIRANDA DO NORTE;MIRANDA DO NORTE;MA        
4608;NOVA IORQUE;NOVA IORQUE;MA        
15710;NOVA OLINDA  [1];NOVA OLINDA DO MARANHAO;MA        
2905;NOVA OLINDA DO MARANHAO;NOVA OLINDA DO MARANHAO;MA        
4629;PARAIBANO;PARAIBANO;MA        
21370;OROSIMBO;PASTOS BONS;MA        
4609;PASTOS BONS;PASTOS BONS;MA        
4313;PEDREIRAS;PEDREIRAS;MA        
4617;PERITORO;PERITORO;MA        
2900;PINDARE MIRIM;PINDARE MIRIM;MA        
2938;PINHEIRO;PINHEIRO;MA        
15668;OLHO D'AGUA DAS CUNHAES ;PIO XII;MA        
2897;PIO XII;PIO XII;MA        
21372;ZE CHICAO;PIO XII;MA        
3811;POCAO DE PEDRAS;POCAO DE PEDRAS;MA        
4477;PORTO FRANCO;PORTO FRANCO;MA        
4301;PRESIDENTE DUTRA;PRESIDENTE DUTRA;MA        
2910;PRESIDENTE MEDICI;PRESIDENTE MEDICI;MA        
4479;RIACHAO;RIACHAO;MA        
4500;RIBAMAR FIQUENE;RIBAMAR FIQUENE;MA        
2899;SANTA INES;SANTA INES;MA        
2886;SANTA LUZIA;SANTA LUZIA;MA        
2909;SANTA LUZIA DO PARUA;SANTA LUZIA DO PARUA;MA        
4670;SANTA QUITERIA DO MARANHAO;SANTA QUITERIA DO MARANHAO;MA        
2943;SANTA RITA;SANTA RITA;MA        
4317;SANTO ANTONIO DOS LOPES;SANTO ANTONIO DOS LOPES;MA        
24797;SEGREDO;SANTO ANTONIO DOS LOPES;MA        
4326;SAO BERNARDO;SAO BERNARDO;MA        
15543;SAO DOMINGOS  [1];SAO DOMINGOS DO AZEITAO;MA        
4602;SAO DOMINGOS DO AZEITAO;SAO DOMINGOS DO AZEITAO;MA        
4299;SAO DOMINGOS DO MARANHAO;SAO DOMINGOS DO MARANHAO;MA        
4631;SAO JOAO DOS PATOS;SAO JOAO DOS PATOS;MA        
78;SAO LUIS;SAO LUIS;MA        
2924;SAO MATEUS DO MARANHAO;SAO MATEUS DO MARANHAO;MA        
4457;SAO PEDRO DA AGUA BRANCA;SAO PEDRO DA AGUA BRANCA;MA        
4599;SAO RAIMUNDO DAS MANGABEIRAS;SAO RAIMUNDO DAS MANGABEIRAS;MA        
21373;ANDIROBAL;SATUBINHA;MA        
2895;SATUBINHA;SATUBINHA;MA        
4306;SENADOR ALEXANDRE COSTA;SENADOR ALEXANDRE COSTA;MA        
4391;TASSO FRAGOSO;TASSO FRAGOSO;MA        
2849;TIMBIRAS;TIMBIRAS;MA        
2873;TIMON;TIMON;MA        
4296;TUNTUM;TUNTUM;MA        
4333;TUTOIA;TUTOIA;MA        
2964;VARGEM GRANDE;VARGEM GRANDE;MA        
4508;VILA NOVA DOS MARTIRIOS;VILA NOVA DOS MARTIRIOS;MA        
2918;VITORIA DO MEARIM;VITORIA DO MEARIM;MA        
21475;LAGO DA PEDRA;VITORINO FREIRE;MA        
2893;VITORINO FREIRE;VITORINO FREIRE;MA        
2890;ZE DOCA;ZE DOCA;MA        
2015;ABADIA DOS DOURADOS;ABADIA DOS DOURADOS;MG        
4084;ACUCENA;ACUCENA;MG        
4088;AGUA BOA;AGUA BOA;MG        
3634;AGUA COMPRIDA;AGUA COMPRIDA;MG        
2617;AIMORES;AIMORES;MG        
4012;ALEM PARAIBA;ALEM PARAIBA;MG        
2414;ALFENAS;ALFENAS;MG        
4695;ALMENARA;ALMENARA;MG        
21378;PEDRA GRANDE;ALMENARA;MG        
1642;ALPERCATA;ALPERCATA;MG        
2278;ALTEROSA;ALTEROSA;MG        
21221;CAVACO;ALTEROSA;MG        
3918;ANDRADAS;ANDRADAS;MG        
1416;ANDRELANDIA;ANDRELANDIA;MG        
4048;ANTONIO PRADO DE MINAS;ANTONIO PRADO DE MINAS;MG        
2565;ARACUAI;ARACUAI;MG        
21217;ALEMAO;ARAGUARI;MG        
21216;AMANHECE;ARAGUARI;MG        
518;ARAGUARI;ARAGUARI;MG        
21209;BARRACAO;ARAGUARI;MG        
10031;DIV GO/MG (BR-050);ARAGUARI;MG        
10047;DIV GO/MG (GO-139/MG-413);ARAGUARI;MG        
21478;REDONDO;ARAGUARI;MG        
21440;USINA HIDROELETRICA EMBORCACAO;ARAGUARI;MG        
21210;VENDINHA;ARAGUARI;MG        
2378;ARAPORA;ARAPORA;MG        
13106;ENTR BR-153/452 (DIV GO/MG);ARAPORA;MG        
21441;USINA ITUMBIARA;ARAPORA;MG        
507;ARAXA;ARAXA;MG        
3938;ARCEBURGO;ARCEBURGO;MG        
4095;ARCOS;ARCOS;MG        
3960;AREADO;AREADO;MG        
3742;ARINOS;ARINOS;MG        
22452;COBRA;ARINOS;MG        
14931;JOAO EMIDIO ;ARINOS;MG        
22451;TONINHO SANTANA;ARINOS;MG        
2659;ATALEIA;ATALEIA;MG        
23658;ENCRUZILHADA PEREIRA;ATALEIA;MG        
23647;NOVO HORIZONTE;ATALEIA;MG        
4056;BAMBUI;BAMBUI;MG        
3949;BANDEIRA DO SUL;BANDEIRA DO SUL;MG        
2528;BARBACENA;BARBACENA;MG        
2524;BARROSO;BARROSO;MG        
72;BELO HORIZONTE;BELO HORIZONTE;MG        
4082;BELO ORIENTE;BELO ORIENTE;MG        
2562;BERILO;BERILO;MG        
4200;BETIM;BETIM;MG        
3966;BICAS;BICAS;MG        
2430;BOA ESPERANCA;BOA ESPERANCA;MG        
2460;BOCAINA DE MINAS;BOCAINA DE MINAS;MG        
2242;BOCAIUVA;BOCAIUVA;MG        
4113;BOM DESPACHO;BOM DESPACHO;MG        
2484;BOM SUCESSO;BOM SUCESSO;MG        
3740;BONFINOPOLIS DE MINAS;BONFINOPOLIS DE MINAS;MG        
3768;BONITO DE MINAS;BONITO DE MINAS;MG        
3925;BORDA DA MATA;BORDA DA MATA;MG        
3950;BOTELHOS;BOTELHOS;MG        
3757;BRASILIA DE MINAS;BRASILIA DE MINAS;MG        
2388;BRASOPOLIS;BRASOPOLIS;MG        
3920;BUENO BRANDAO;BUENO BRANDAO;MG        
4171;BUENOPOLIS;BUENOPOLIS;MG        
21958;BARREIRINHOS;BURITIS;MG        
4249;BURITIS;BURITIS;MG        
21959;FILHINHOS;BURITIS;MG        
15194;PASSA TRES ;BURITIS;MG        
21972;ARREPENDIDO;CABECEIRA GRANDE;MG        
4243;CABECEIRA GRANDE;CABECEIRA GRANDE;MG        
21973;ENTR. DE CRISTALINA;CABECEIRA GRANDE;MG        
21966;JUCA AMANCIO ;CABECEIRA GRANDE;MG        
21967;PALMITAL  [1];CABECEIRA GRANDE;MG        
21965;VAO DO MOREIRA ;CABECEIRA GRANDE;MG        
3958;CABO VERDE;CABO VERDE;MG        
3696;CACHOEIRA DE MINAS;CACHOEIRA DE MINAS;MG        
4674;CACHOEIRA DE PAJEU;CACHOEIRA DE PAJEU;MG        
17555;ENTR BR-251/116;CACHOEIRA DE PAJEU;MG        
3911;CAMANDUCAIA;CAMANDUCAIA;MG        
3559;CAMBUI;CAMBUI;MG        
2426;CAMBUQUIRA;CAMBUQUIRA;MG        
25237;BICHO GROSSO;CAMPANARIO;MG        
2208;CAMPANARIO;CAMPANARIO;MG        
2420;CAMPANHA;CAMPANHA;MG        
3951;CAMPESTRE;CAMPESTRE;MG        
21204;AARAO ALVES;CAMPINA VERDE;MG        
21948;BAR MENDONCA;CAMPINA VERDE;MG        
21206;BASTOS;CAMPINA VERDE;MG        
2326;CAMPINA VERDE;CAMPINA VERDE;MG        
21932;MONJOLINHO ;CAMPINA VERDE;MG        
4062;CAMPO BELO;CAMPO BELO;MG        
2418;CAMPO DO MEIO;CAMPO DO MEIO;MG        
2417;CAMPOS GERAIS;CAMPOS GERAIS;MG        
2376;CANAPOLIS;CANAPOLIS;MG        
4063;CANDEIAS;CANDEIAS;MG        
2553;CAPELINHA;CAPELINHA;MG        
3555;CAPETINGA;CAPETINGA;MG        
2353;CAPINOPOLIS;CAPINOPOLIS;MG        
4051;CAPITOLIO;CAPITOLIO;MG        
17446;P/ PADRE PARAISO ;CARAI;MG        
4183;CARANDAI;CARANDAI;MG        
4207;CARANGOLA;CARANGOLA;MG        
2186;CARATINGA;CARATINGA;MG        
3700;CAREACU;CAREACU;MG        
2700;CARLOS CHAGAS;CARLOS CHAGAS;MG        
21779;CORACAO DE MINAS ;CARLOS CHAGAS;MG        
2432;CARMO DA CACHOEIRA;CARMO DA CACHOEIRA;MG        
4121;CARMO DA MATA;CARMO DA MATA;MG        
2405;CARMO DE MINAS;CARMO DE MINAS;MG        
516;CARMO DO PARANAIBA;CARMO DO PARANAIBA;MG        
2415;CARMO DO RIO CLARO;CARMO DO RIO CLARO;MG        
4122;CARMOPOLIS DE MINAS;CARMOPOLIS DE MINAS;MG        
1063;CARNEIRINHO;CARNEIRINHO;MG        
21158;SAO SEBASTIAO DO PONTAL;CARNEIRINHO;MG        
498;CASSIA;CASSIA;MG        
21457;CASSIA (USINA DOS PEIXOTOS);CASSIA;MG        
4024;CATAGUASES;CATAGUASES;MG        
2664;CATUJI;CATUJI;MG        
21262;TRES BARRAS;CATUJI;MG        
2468;CAXAMBU;CAXAMBU;MG        
2212;CENTRAL DE MINAS;CENTRAL DE MINAS;MG        
2377;CENTRALINA;CENTRALINA;MG        
2557;CHAPADA DO NORTE;CHAPADA DO NORTE;MG        
3746;CHAPADA GAUCHA;CHAPADA GAUCHA;MG        
22450;JAIME ;CHAPADA GAUCHA;MG        
21340;SERRA DAS ARARAS;CHAPADA GAUCHA;MG        
2540;CHIADOR;CHIADOR;MG        
22147;ESTACAO DE CHIADOR;CHIADOR;MG        
22148;PENHA LONGA;CHIADOR;MG        
22149;SANTA FE  [2];CHIADOR;MG        
4127;CLAUDIO;CLAUDIO;MG        
